,index,wid,game,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
471,501,w8d56791,4,Animal_Yellow,"{""Q0"":""-9""}",-9.0,Animal,Yellow,-6,3.0,Animal_Yellow
472,502,w8d56791,4,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,7,8.0,Animal_Blue
473,503,w8d56791,4,Food_Yellow,"{""Q0"":""+9""}",9.0,Food,Yellow,-5,-14.0,Food_Yellow
474,504,w8d56791,5,Animal_Blue,"{""Q0"":""+9""}",9.0,Animal,Blue,-8,-17.0,Animal_Blue
475,505,w8d56791,5,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,9,10.0,Animal_Red
476,506,w8d56791,5,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,-7,-8.0,Animal_Green
477,507,w8d56791,5,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,5,6.0,Food_Blue
478,508,w8d56791,5,Food_Red,"{""Q0"":""+9""}",9.0,Food,Red,-4,-13.0,Food_Red
479,509,w8d56791,5,Scene_Blue,"{""Q0"":""+9""}",9.0,Scene,Blue,6,-3.0,Scene_Blue
480,510,wf93dad0,1,Animal_Green,"{""Q0"":""+3""}",3.0,Animal,Green,7,4.0,Animal_Green
481,511,wf93dad0,1,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-9,-11.0,Animal_Yellow
482,512,wf93dad0,1,Animal_Red,"{""Q0"":""+8""}",8.0,Animal,Red,8,0.0,Animal_Red
483,513,wf93dad0,1,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,-3,0.0,Food_Green
484,514,wf93dad0,1,Food_Yellow,"{""Q0"":""-6""}",-6.0,Food,Yellow,1,7.0,Food_Yellow
485,515,wf93dad0,1,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,-6,-4.0,Object_Green
486,516,wf93dad0,2,Object_Yellow,"{""Q0"":""+6""}",6.0,Object,Yellow,5,-1.0,Object_Yellow
487,517,wf93dad0,2,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,8,5.0,Object_Red
488,518,wf93dad0,2,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-9,-7.0,Object_Blue
489,519,wf93dad0,2,Scene_Yellow,"{""Q0"":""+6""}",6.0,Scene,Yellow,3,-3.0,Scene_Yellow
490,520,wf93dad0,2,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,-2,-5.0,Scene_Red
491,521,wf93dad0,2,Food_Yellow,"{""Q0"":""+4""}",4.0,Food,Yellow,-7,-11.0,Food_Yellow
492,522,wf93dad0,3,Object_Blue,"{""Q0"":""-4""}",-4.0,Object,Blue,-6,-2.0,Object_Blue
493,523,wf93dad0,3,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-3,0.0,Object_Green
494,524,wf93dad0,3,Object_Red,"{""Q0"":""+6""}",6.0,Object,Red,7,1.0,Object_Red
495,525,wf93dad0,3,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-4,-2.0,Animal_Blue
496,526,wf93dad0,3,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,1,2.0,Animal_Green
497,527,wf93dad0,3,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,9,13.0,Food_Blue
498,528,wf93dad0,4,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,5,0.0,Scene_Red
499,529,wf93dad0,4,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-9,-3.0,Scene_Blue
500,530,wf93dad0,4,Scene_Green,"{""Q0"":""+4""}",4.0,Scene,Green,6,2.0,Scene_Green
501,531,wf93dad0,4,Food_Red,"{""Q0"":""-3""}",-3.0,Food,Red,-3,0.0,Food_Red
502,532,wf93dad0,4,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,1,2.0,Food_Blue
503,533,wf93dad0,4,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-4,-1.0,Animal_Red
504,534,wf93dad0,5,Scene_Yellow,"{""Q0"":""4""}",,Scene,Yellow,4,,Scene_Yellow
505,535,wf93dad0,5,Scene_Blue,"{""Q0"":""+6""}",6.0,Scene,Blue,8,2.0,Scene_Blue
506,536,wf93dad0,5,Scene_Green,"{""Q0"":""-5""}",-5.0,Scene,Green,-9,-4.0,Scene_Green
507,537,wf93dad0,5,Animal_Yellow,"{""Q0"":""+3""}",3.0,Animal,Yellow,3,0.0,Animal_Yellow
508,538,wf93dad0,5,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-6,-5.0,Animal_Blue
509,539,wf93dad0,5,Object_Yellow,"{""Q0"":""-6""}",-6.0,Object,Yellow,-5,1.0,Object_Yellow
510,540,wa797b6a,1,Scene_Blue,"{""Q0"":""+3""}",3.0,Scene,Blue,-3,-6.0,Scene_Blue
511,541,wa797b6a,1,Scene_Red,"{""Q0"":""-6""}",-6.0,Scene,Red,-6,0.0,Scene_Red
512,542,wa797b6a,1,Scene_Green,"{""Q0"":""+8""}",8.0,Scene,Green,8,0.0,Scene_Green
513,543,wa797b6a,1,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,-5,-2.0,Object_Blue
514,544,wa797b6a,1,Object_Red,"{""Q0"":""+4""}",4.0,Object,Red,4,0.0,Object_Red
515,545,wa797b6a,1,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,7,11.0,Food_Blue
516,546,wa797b6a,2,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,4,7.0,Object_Blue
517,547,wa797b6a,2,Object_Green,"{""Q0"":""-4""}",-4.0,Object,Green,-3,1.0,Object_Green
518,548,wa797b6a,2,Object_Yellow,"{""Q0"":""-4""}",-4.0,Object,Yellow,-2,2.0,Object_Yellow
519,549,wa797b6a,2,Food_Blue,"{""Q0"":""-5""}",-5.0,Food,Blue,-9,-4.0,Food_Blue
520,550,wa797b6a,2,Food_Green,"{""Q0"":""+3""}",3.0,Food,Green,6,3.0,Food_Green
521,551,wa797b6a,2,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,8,3.0,Animal_Blue
522,552,wa797b6a,3,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,-6,-9.0,Food_Red
523,553,wa797b6a,3,Food_Yellow,"{""Q0"":""+7""}",7.0,Food,Yellow,7,0.0,Food_Yellow
524,554,wa797b6a,3,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,-4,0.0,Food_Green
525,555,wa797b6a,3,Object_Red,"{""Q0"":""+4""}",4.0,Object,Red,5,1.0,Object_Red
526,556,wa797b6a,3,Object_Yellow,"{""Q0"":""-9""}",-9.0,Object,Yellow,-9,0.0,Object_Yellow
527,557,wa797b6a,3,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,3,-2.0,Animal_Red
528,558,wa797b6a,4,Scene_Red,"{""Q0"":""+6""}",6.0,Scene,Red,2,-4.0,Scene_Red
529,559,wa797b6a,4,Scene_Yellow,"{""Q0"":""+7""}",7.0,Scene,Yellow,4,-3.0,Scene_Yellow
530,560,wa797b6a,4,Scene_Blue,"{""Q0"":""-5""}",-5.0,Scene,Blue,-5,0.0,Scene_Blue
531,561,wa797b6a,4,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,6,2.0,Animal_Red
532,562,wa797b6a,4,Animal_Yellow,"{""Q0"":""-9""}",-9.0,Animal,Yellow,-9,0.0,Animal_Yellow
533,563,wa797b6a,4,Food_Red,"{""Q0"":""+5""}",5.0,Food,Red,-7,-12.0,Food_Red
534,564,wa797b6a,5,Animal_Green,"{""Q0"":""-3""}",-3.0,Animal,Green,-6,-3.0,Animal_Green
535,565,wa797b6a,5,Animal_Yellow,"{""Q0"":""+7""}",7.0,Animal,Yellow,7,0.0,Animal_Yellow
536,566,wa797b6a,5,Animal_Blue,"{""Q0"":""-5""}",-5.0,Animal,Blue,-4,1.0,Animal_Blue
537,567,wa797b6a,5,Scene_Green,"{""Q0"":""+3""}",3.0,Scene,Green,3,0.0,Scene_Green
538,568,wa797b6a,5,Scene_Yellow,"{""Q0"":""-7""}",-7.0,Scene,Yellow,-9,-2.0,Scene_Yellow
539,569,wa797b6a,5,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,5,1.0,Object_Green
540,570,w7cfc37e,1,Food_Green,"{""Q0"":""9""}",,Food,Green,-4,,Food_Green
541,571,w7cfc37e,1,Food_Yellow,"{""Q0"":""4""}",,Food,Yellow,-7,,Food_Yellow
542,572,w7cfc37e,1,Food_Red,"{""Q0"":""2""}",,Food,Red,8,,Food_Red
543,573,w7cfc37e,1,Object_Green,"{""Q0"":""5""}",,Object,Green,-6,,Object_Green
544,574,w7cfc37e,1,Object_Yellow,"{""Q0"":""8""}",,Object,Yellow,2,,Object_Yellow
545,575,w7cfc37e,1,Scene_Green,"{""Q0"":""3""}",,Scene,Green,9,,Scene_Green
546,576,w7cfc37e,2,Object_Red,"{""Q0"":""3""}",,Object,Red,5,,Object_Red
547,577,w7cfc37e,2,Object_Green,"{""Q0"":""5""}",,Object,Green,-2,,Object_Green
548,578,w7cfc37e,2,Object_Blue,"{""Q0"":""5""}",,Object,Blue,-4,,Object_Blue
549,579,w7cfc37e,2,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-8,-5.0,Animal_Red
550,580,w7cfc37e,2,Animal_Green,"{""Q0"":""1""}",,Animal,Green,1,,Animal_Green
551,581,w7cfc37e,2,Scene_Red,"{""Q0"":""7""}",,Scene,Red,7,,Scene_Red
552,582,w7cfc37e,3,Scene_Blue,"{""Q0"":""1""}",,Scene,Blue,6,,Scene_Blue
553,583,w7cfc37e,3,Scene_Yellow,"{""Q0"":""3""}",,Scene,Yellow,-3,,Scene_Yellow
554,584,w7cfc37e,3,Scene_Green,"{""Q0"":""7""}",,Scene,Green,-5,,Scene_Green
555,585,w7cfc37e,3,Animal_Blue,"{""Q0"":""-8""}",-8.0,Animal,Blue,-9,-1.0,Animal_Blue
556,586,w7cfc37e,3,Animal_Yellow,"{""Q0"":""3""}",,Animal,Yellow,4,,Animal_Yellow
557,587,w7cfc37e,3,Food_Blue,"{""Q0"":""6""}",,Food,Blue,7,,Food_Blue
558,588,w7cfc37e,4,Animal_Yellow,"{""Q0"":""3""}",,Animal,Yellow,7,,Animal_Yellow
559,589,w7cfc37e,4,Animal_Green,"{""Q0"":""1""}",,Animal,Green,-9,,Animal_Green
560,590,w7cfc37e,4,Animal_Red,"{""Q0"":""-8""}",-8.0,Animal,Red,8,16.0,Animal_Red
561,591,w7cfc37e,4,Food_Yellow,"{""Q0"":""7""}",,Food,Yellow,-2,,Food_Yellow
562,592,w7cfc37e,4,Food_Green,"{""Q0"":""8""}",,Food,Green,3,,Food_Green
563,593,w7cfc37e,4,Object_Yellow,"{""Q0"":""2""}",,Object,Yellow,-6,,Object_Yellow
564,594,w7cfc37e,5,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-6,-3.0,Scene_Blue
565,595,w7cfc37e,5,Scene_Red,"{""Q0"":""7""}",,Scene,Red,-7,,Scene_Red
566,596,w7cfc37e,5,Scene_Yellow,"{""Q0"":""7""}",,Scene,Yellow,8,,Scene_Yellow
567,597,w7cfc37e,5,Food_Blue,"{""Q0"":""2""}",,Food,Blue,-4,,Food_Blue
568,598,w7cfc37e,5,Food_Red,"{""Q0"":""5""}",,Food,Red,1,,Food_Red
569,599,w7cfc37e,5,Animal_Blue,"{""Q0"":""-9""}",-9.0,Animal,Blue,9,18.0,Animal_Blue
570,600,w797a1e5,1,Animal_Red,"{""Q0"":""-4""}",-4.0,Animal,Red,-4,0.0,Animal_Red
571,601,w797a1e5,1,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,-7,0.0,Animal_Yellow
572,602,w797a1e5,1,Animal_Green,"{""Q0"":""+9""}",9.0,Animal,Green,9,0.0,Animal_Green
573,603,w797a1e5,1,Food_Red,"{""Q0"":""-5""}",-5.0,Food,Red,-5,0.0,Food_Red
574,604,w797a1e5,1,Food_Yellow,"{""Q0"":""+3""}",3.0,Food,Yellow,3,0.0,Food_Yellow
575,605,w797a1e5,1,Scene_Red,"{""Q0"":""+8""}",8.0,Scene,Red,8,0.0,Scene_Red
576,606,w797a1e5,2,Object_Blue,"{""Q0"":""+4""}",4.0,Object,Blue,4,0.0,Object_Blue
577,607,w797a1e5,2,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-3,0.0,Object_Green
578,608,w797a1e5,2,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-2,0.0,Object_Red
579,609,w797a1e5,2,Scene_Blue,"{""Q0"":""-7""}",-7.0,Scene,Blue,-7,0.0,Scene_Blue
580,610,w797a1e5,2,Scene_Green,"{""Q0"":""+6""}",6.0,Scene,Green,6,0.0,Scene_Green
581,611,w797a1e5,2,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,5,0.0,Animal_Blue
582,612,w797a1e5,3,Food_Yellow,"{""Q0"":""+8""}",8.0,Food,Yellow,8,0.0,Food_Yellow
583,613,w797a1e5,3,Food_Green,"{""Q0"":""-9""}",-9.0,Food,Green,-9,0.0,Food_Green
584,614,w797a1e5,3,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
585,615,w797a1e5,3,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-4,0.0,Scene_Yellow
586,616,w797a1e5,3,Scene_Green,"{""Q0"":""+3""}",3.0,Scene,Green,3,0.0,Scene_Green
587,617,w797a1e5,3,Animal_Yellow,"{""Q0"":""-5""}",-5.0,Animal,Yellow,-5,0.0,Animal_Yellow
588,618,w797a1e5,4,Object_Blue,"{""Q0"":""+3""}",3.0,Object,Blue,6,3.0,Object_Blue
589,619,w797a1e5,4,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,3,0.0,Object_Red
590,620,w797a1e5,4,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
591,621,w797a1e5,4,Scene_Blue,"{""Q0"":""+5""}",5.0,Scene,Blue,5,0.0,Scene_Blue
592,622,w797a1e5,4,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
593,623,w797a1e5,4,Food_Blue,"{""Q0"":""-9""}",-9.0,Food,Blue,-9,0.0,Food_Blue
594,624,w797a1e5,5,Animal_Green,"{""Q0"":""-3""}",-3.0,Animal,Green,-3,0.0,Animal_Green
595,625,w797a1e5,5,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-2,1.0,Animal_Red
596,626,w797a1e5,5,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,4,0.0,Animal_Blue
597,627,w797a1e5,5,Food_Green,"{""Q0"":""-5""}",-5.0,Food,Green,-5,0.0,Food_Green
598,628,w797a1e5,5,Food_Red,"{""Q0"":""+7""}",7.0,Food,Red,7,0.0,Food_Red
599,629,w797a1e5,5,Object_Green,"{""Q0"":""+6""}",6.0,Object,Green,6,0.0,Object_Green
600,690,we6aff32,1,Object_Yellow,"{""Q0"":""-4""}",-4.0,Object,Yellow,-4,0.0,Object_Yellow
601,691,we6aff32,1,Object_Green,"{""Q0"":""""}",,Object,Green,-2,,Object_Green
602,692,we6aff32,1,Object_Blue,"{""Q0"":""+6""}",6.0,Object,Blue,5,-1.0,Object_Blue
603,693,we6aff32,1,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-6,-2.0,Scene_Yellow
604,694,we6aff32,1,Scene_Green,"{""Q0"":""""}",,Scene,Green,3,,Scene_Green
605,695,we6aff32,1,Food_Yellow,"{""Q0"":""""}",,Food,Yellow,7,,Food_Yellow
606,696,we6aff32,2,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,-4,-1.0,Object_Blue
607,697,we6aff32,2,Object_Yellow,"{""Q0"":""+8""}",8.0,Object,Yellow,8,0.0,Object_Yellow
608,698,we6aff32,2,Object_Red,"{""Q0"":""-5""}",-5.0,Object,Red,-5,0.0,Object_Red
609,699,we6aff32,2,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,3,1.0,Animal_Blue
610,700,we6aff32,2,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,-7,0.0,Animal_Yellow
611,701,we6aff32,2,Scene_Blue,"{""Q0"":""+4""}",4.0,Scene,Blue,2,-2.0,Scene_Blue
612,702,we6aff32,3,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,4,1.0,Animal_Red
613,703,we6aff32,3,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,-2,-6.0,Animal_Blue
614,704,we6aff32,3,Animal_Green,"{""Q0"":""""}",,Animal,Green,-3,,Animal_Green
615,705,we6aff32,3,Food_Red,"{""Q0"":""-7""}",-7.0,Food,Red,-8,-1.0,Food_Red
616,706,we6aff32,3,Food_Blue,"{""Q0"":""+4""}",4.0,Food,Blue,6,2.0,Food_Blue
617,707,we6aff32,3,Object_Red,"{""Q0"":""""}",,Object,Red,7,,Object_Red
618,708,we6aff32,4,Scene_Yellow,"{""Q0"":""""}",,Scene,Yellow,-6,,Scene_Yellow
619,709,we6aff32,4,Scene_Green,"{""Q0"":""""}",,Scene,Green,3,,Scene_Green
620,710,we6aff32,4,Scene_Red,"{""Q0"":""+4""}",4.0,Scene,Red,4,0.0,Scene_Red
621,711,we6aff32,4,Food_Yellow,"{""Q0"":""-8""}",-8.0,Food,Yellow,8,16.0,Food_Yellow
622,712,we6aff32,4,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,-1,3.0,Food_Green
623,713,we6aff32,4,Animal_Yellow,"{""Q0"":""""}",,Animal,Yellow,-5,,Animal_Yellow
624,714,we6aff32,5,Food_Red,"{""Q0"":""+8""}",8.0,Food,Red,-6,-14.0,Food_Red
625,715,we6aff32,5,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,-5,-13.0,Food_Blue
626,716,we6aff32,5,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,9,13.0,Food_Green
627,717,we6aff32,5,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,-2,-5.0,Scene_Red
628,718,we6aff32,5,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,3,5.0,Scene_Blue
629,719,we6aff32,5,Animal_Red,"{""Q0"":""""}",,Animal,Red,7,,Animal_Red
630,720,w6b34a8b,1,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,7,4.0,Animal_Blue
631,721,w6b34a8b,1,Animal_Green,"{""Q0"":""+3""}",3.0,Animal,Green,-9,-12.0,Animal_Green
632,722,w6b34a8b,1,Animal_Yellow,"{""Q0"":""+7""}",7.0,Animal,Yellow,3,-4.0,Animal_Yellow
633,723,w6b34a8b,1,Food_Blue,"{""Q0"":""-7""}",-7.0,Food,Blue,-6,1.0,Food_Blue
634,724,w6b34a8b,1,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,5,3.0,Food_Green
635,725,w6b34a8b,1,Object_Blue,"{""Q0"":""-5""}",-5.0,Object,Blue,-4,1.0,Object_Blue
636,726,w6b34a8b,2,Object_Red,"{""Q0"":""+7""}",7.0,Object,Red,-7,-14.0,Object_Red
637,727,w6b34a8b,2,Object_Yellow,"{""Q0"":""+5""}",5.0,Object,Yellow,-4,-9.0,Object_Yellow
638,728,w6b34a8b,2,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,9,12.0,Object_Green
639,729,w6b34a8b,2,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-2,-1.0,Animal_Red
640,730,w6b34a8b,2,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,1,8.0,Animal_Yellow
641,731,w6b34a8b,2,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,8,3.0,Scene_Red
642,732,w6b34a8b,3,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,-7,-12.0,Scene_Red
643,733,w6b34a8b,3,Scene_Yellow,"{""Q0"":""-7""}",-7.0,Scene,Yellow,8,15.0,Scene_Yellow
644,734,w6b34a8b,3,Scene_Blue,"{""Q0"":""-5""}",-5.0,Scene,Blue,-5,0.0,Scene_Blue
645,735,w6b34a8b,3,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
646,736,w6b34a8b,3,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,-4,-1.0,Food_Yellow
647,737,w6b34a8b,3,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,6,2.0,Animal_Red
648,738,w6b34a8b,4,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,5,3.0,Food_Yellow
649,739,w6b34a8b,4,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,7,10.0,Food_Green
650,740,w6b34a8b,4,Food_Red,"{""Q0"":""-9""}",-9.0,Food,Red,-9,0.0,Food_Red
651,741,w6b34a8b,4,Scene_Yellow,"{""Q0"":""-3""}",-3.0,Scene,Yellow,4,7.0,Scene_Yellow
652,742,w6b34a8b,4,Scene_Green,"{""Q0"":""-5""}",-5.0,Scene,Green,-2,3.0,Scene_Green
653,743,w6b34a8b,4,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,-8,-10.0,Object_Yellow
654,744,w6b34a8b,5,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,6,9.0,Object_Blue
655,745,w6b34a8b,5,Object_Green,"{""Q0"":""+3""}",3.0,Object,Green,-9,-12.0,Object_Green
656,746,w6b34a8b,5,Object_Red,"{""Q0"":""-5""}",-5.0,Object,Red,7,12.0,Object_Red
657,747,w6b34a8b,5,Scene_Blue,"{""Q0"":""+7""}",7.0,Scene,Blue,-3,-10.0,Scene_Blue
658,748,w6b34a8b,5,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,2,1.0,Scene_Green
659,749,w6b34a8b,5,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-4,-2.0,Animal_Blue
660,750,w3946928,1,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,-7,0.0,Animal_Yellow
661,751,w3946928,1,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,3,-1.0,Animal_Blue
662,752,w3946928,1,Animal_Green,"{""Q0"":""+5""}",5.0,Animal,Green,6,1.0,Animal_Green
663,753,w3946928,1,Scene_Yellow,"{""Q0"":""+6""}",6.0,Scene,Yellow,9,3.0,Scene_Yellow
664,754,w3946928,1,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-4,2.0,Scene_Blue
665,755,w3946928,1,Food_Yellow,"{""Q0"":""-8""}",-8.0,Food,Yellow,-8,0.0,Food_Yellow
666,756,w3946928,2,Object_Red,"{""Q0"":""-6""}",-6.0,Object,Red,-5,1.0,Object_Red
667,757,w3946928,2,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,-4,-8.0,Object_Green
668,758,w3946928,2,Object_Blue,"{""Q0"":""+5""}",5.0,Object,Blue,7,2.0,Object_Blue
669,759,w3946928,2,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,-3,-9.0,Food_Red
670,760,w3946928,2,Food_Green,"{""Q0"":""-5""}",-5.0,Food,Green,9,14.0,Food_Green
671,761,w3946928,2,Animal_Red,"{""Q0"":""-6""}",-6.0,Animal,Red,6,12.0,Animal_Red
672,762,w3946928,3,Food_Yellow,"{""Q0"":""-6""}",-6.0,Food,Yellow,-3,3.0,Food_Yellow
673,763,w3946928,3,Food_Blue,"{""Q0"":""-7""}",-7.0,Food,Blue,-8,-1.0,Food_Blue
674,764,w3946928,3,Food_Red,"{""Q0"":""+8""}",8.0,Food,Red,9,1.0,Food_Red
675,765,w3946928,3,Object_Yellow,"{""Q0"":""-3""}",-3.0,Object,Yellow,-2,1.0,Object_Yellow
676,766,w3946928,3,Object_Blue,"{""Q0"":""+4""}",4.0,Object,Blue,7,3.0,Object_Blue
677,767,w3946928,3,Scene_Yellow,"{""Q0"":""+4""}",4.0,Scene,Yellow,4,0.0,Scene_Yellow
678,768,w3946928,4,Animal_Green,"{""Q0"":""+7""}",7.0,Animal,Green,-7,-14.0,Animal_Green
679,769,w3946928,4,Animal_Red,"{""Q0"":""-6""}",-6.0,Animal,Red,9,15.0,Animal_Red
680,770,w3946928,4,Animal_Yellow,"{""Q0"":""-5""}",-5.0,Animal,Yellow,-3,2.0,Animal_Yellow
681,771,w3946928,4,Scene_Green,"{""Q0"":""+4""}",4.0,Scene,Green,4,0.0,Scene_Green
682,772,w3946928,4,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,-5,-8.0,Scene_Red
683,773,w3946928,4,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,6,7.0,Object_Green
684,774,w3946928,5,Scene_Blue,"{""Q0"":""+3""}",3.0,Scene,Blue,-7,-10.0,Scene_Blue
685,775,w3946928,5,Scene_Green,"{""Q0"":""+5""}",5.0,Scene,Green,5,0.0,Scene_Green
686,776,w3946928,5,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,3,0.0,Scene_Red
687,777,w3946928,5,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,8,0.0,Food_Blue
688,778,w3946928,5,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-4,-6.0,Food_Green
689,779,w3946928,5,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,-2,-6.0,Animal_Blue
690,780,w04c1659,1,Scene_Red,"{""Q0"":""-9""}",-9.0,Scene,Red,4,13.0,Scene_Red
691,781,w04c1659,1,Scene_Blue,"{""Q0"":""+3""}",3.0,Scene,Blue,8,5.0,Scene_Blue
692,782,w04c1659,1,Scene_Yellow,"{""Q0"":""-6""}",-6.0,Scene,Yellow,-9,-3.0,Scene_Yellow
693,783,w04c1659,1,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,6,3.0,Food_Red
694,784,w04c1659,1,Food_Blue,"{""Q0"":""+6""}",6.0,Food,Blue,-3,-9.0,Food_Blue
695,785,w04c1659,1,Object_Red,"{""Q0"":""+5""}",5.0,Object,Red,-7,-12.0,Object_Red
696,786,w04c1659,2,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,3,0.0,Food_Red
697,787,w04c1659,2,Food_Yellow,"{""Q0"":""+9""}",9.0,Food,Yellow,4,-5.0,Food_Yellow
698,788,w04c1659,2,Food_Green,"{""Q0"":""+5""}",5.0,Food,Green,-5,-10.0,Food_Green
699,789,w04c1659,2,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,6,3.0,Object_Red
700,790,w04c1659,2,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-8,-6.0,Object_Yellow
701,791,w04c1659,2,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,-7,-12.0,Animal_Red
702,792,w04c1659,3,Animal_Green,"{""Q0"":""-7""}",-7.0,Animal,Green,7,14.0,Animal_Green
703,793,w04c1659,3,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,-8,-11.0,Animal_Blue
704,794,w04c1659,3,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,5,8.0,Animal_Yellow
705,795,w04c1659,3,Object_Green,"{""Q0"":""+9""}",9.0,Object,Green,-6,-15.0,Object_Green
706,796,w04c1659,3,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,9,12.0,Object_Blue
707,797,w04c1659,3,Scene_Green,"{""Q0"":""+8""}",8.0,Scene,Green,-4,-12.0,Scene_Green
