,index,wid,game,multi_time,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
1287,1527,w4ccf510,7,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,2,3.0,Food_Yellow
1288,1528,w4ccf510,7,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,-1,-2.0,Food_Green
1289,1529,w4ccf510,7,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
1290,1530,w4ccf510,8,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
1291,1531,w4ccf510,8,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-2,-1.0,Animal_Blue
1292,1532,w4ccf510,8,After,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,1,0.0,Animal_Green
1293,1533,w4ccf510,8,After,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,2,4.0,Object_Red
1294,1534,w4ccf510,8,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,1,2.0,Object_Blue
1295,1535,w4ccf510,8,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-1,-2.0,Food_Red
1296,1536,wb5c4def,1,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1297,1537,wb5c4def,1,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
1298,1538,wb5c4def,1,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
1299,1539,wb5c4def,1,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,2,1.0,Scene_Yellow
1300,1540,wb5c4def,1,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1301,1541,wb5c4def,1,After,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
1302,1542,wb5c4def,2,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1303,1543,wb5c4def,2,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1304,1544,wb5c4def,2,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
1305,1545,wb5c4def,2,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1306,1546,wb5c4def,2,Before,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-2,0.0,Object_Blue
1307,1547,wb5c4def,2,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-2,0.0,Scene_Green
1308,1548,wb5c4def,3,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1309,1549,wb5c4def,3,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
1310,1550,wb5c4def,3,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1311,1551,wb5c4def,3,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1312,1552,wb5c4def,3,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1313,1553,wb5c4def,3,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1314,1554,wb5c4def,4,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1315,1555,wb5c4def,4,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
1316,1556,wb5c4def,4,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1317,1557,wb5c4def,4,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,2,1.0,Object_Red
1318,1558,wb5c4def,4,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,1,0.0,Object_Yellow
1319,1559,wb5c4def,4,Before,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,1,3.0,Animal_Red
1320,1560,wb5c4def,5,After,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,2,0.0,Animal_Green
1321,1561,wb5c4def,5,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,1,-1.0,Animal_Red
1322,1562,wb5c4def,5,After,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
1323,1563,wb5c4def,5,After,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1324,1564,wb5c4def,5,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-2,-1.0,Scene_Red
1325,1565,wb5c4def,5,After,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-2,-1.0,Object_Green
1326,1566,wb5c4def,6,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1327,1567,wb5c4def,6,Before,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-2,0.0,Food_Red
1328,1568,wb5c4def,6,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-1,1.0,Food_Yellow
1329,1569,wb5c4def,6,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1330,1570,wb5c4def,6,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,1,3.0,Scene_Red
1331,1571,wb5c4def,6,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,-1,-3.0,Animal_Green
1332,1572,wb5c4def,7,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-1,1.0,Object_Blue
1333,1573,wb5c4def,7,After,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,-2,-3.0,Object_Yellow
1334,1574,wb5c4def,7,After,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,2,4.0,Object_Green
1335,1575,wb5c4def,7,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,1,-1.0,Scene_Blue
1336,1576,wb5c4def,7,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,1,-1.0,Scene_Yellow
1337,1577,wb5c4def,7,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1338,1578,wb5c4def,8,Before,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
1339,1579,wb5c4def,8,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1340,1580,wb5c4def,8,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1341,1581,wb5c4def,8,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
1342,1582,wb5c4def,8,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1343,1583,wb5c4def,8,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1344,1632,wdad9375,1,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,-2,-3.0,Animal_Yellow
1345,1633,wdad9375,1,After,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,1,0.0,Animal_Blue
1346,1634,wdad9375,1,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
1347,1635,wdad9375,1,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,1,0.0,Scene_Yellow
1348,1636,wdad9375,1,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1349,1637,wdad9375,1,After,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
1350,1638,wdad9375,2,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1351,1639,wdad9375,2,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1352,1640,wdad9375,2,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
1353,1641,wdad9375,2,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1354,1642,wdad9375,2,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-2,-1.0,Object_Blue
1355,1643,wdad9375,2,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1356,1644,wdad9375,3,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1357,1645,wdad9375,3,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,-1,-2.0,Scene_Yellow
1358,1646,wdad9375,3,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-1,1.0,Scene_Blue
1359,1647,wdad9375,3,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,2,4.0,Animal_Red
1360,1648,wdad9375,3,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,2,1.0,Animal_Yellow
1361,1649,wdad9375,3,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,2,3.0,Object_Red
1362,1650,wdad9375,4,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,-1,-3.0,Food_Red
1363,1651,wdad9375,4,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
1364,1652,wdad9375,4,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1365,1653,wdad9375,4,Before,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-2,0.0,Object_Red
1366,1654,wdad9375,4,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-2,0.0,Object_Yellow
1367,1655,wdad9375,4,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,2,1.0,Animal_Red
1368,1656,wdad9375,5,After,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,1,0.0,Animal_Green
1369,1657,wdad9375,5,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1370,1658,wdad9375,5,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-1,-3.0,Animal_Blue
1371,1659,wdad9375,5,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
1372,1660,wdad9375,5,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
1373,1661,wdad9375,5,After,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,2,3.0,Object_Green
1374,1662,wdad9375,6,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
1375,1663,wdad9375,6,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1376,1664,wdad9375,6,Before,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
1377,1665,wdad9375,6,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1378,1666,wdad9375,6,Before,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
1379,1667,wdad9375,6,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
1380,1668,wdad9375,7,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1381,1669,wdad9375,7,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-1,0.0,Object_Yellow
1382,1670,wdad9375,7,After,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,1,-1.0,Object_Green
1383,1671,wdad9375,7,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1384,1672,wdad9375,7,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
1385,1673,wdad9375,7,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
1386,1674,wdad9375,8,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,2,1.0,Object_Blue
1387,1675,wdad9375,8,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-1,1.0,Object_Yellow
1388,1676,wdad9375,8,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1389,1677,wdad9375,8,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,2,4.0,Animal_Blue
1390,1678,wdad9375,8,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1391,1679,wdad9375,8,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-1,-3.0,Food_Blue
1392,1680,we55dec7,1,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,1,3.0,Animal_Yellow
1393,1681,we55dec7,1,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
1394,1682,we55dec7,1,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
1395,1683,we55dec7,1,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-1,1.0,Scene_Yellow
1396,1684,we55dec7,1,After,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,-1,-2.0,Scene_Blue
1397,1685,we55dec7,1,After,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,2,4.0,Food_Yellow
1398,1686,we55dec7,2,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-2,-4.0,Food_Green
1399,1687,we55dec7,2,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
1400,1688,we55dec7,2,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1401,1689,we55dec7,2,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
1402,1690,we55dec7,2,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,-2,-3.0,Object_Blue
1403,1691,we55dec7,2,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1404,1692,we55dec7,3,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
1405,1693,we55dec7,3,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,2,1.0,Scene_Yellow
1406,1694,we55dec7,3,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-1,-3.0,Scene_Blue
1407,1695,we55dec7,3,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,2,1.0,Animal_Red
1408,1696,we55dec7,3,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-1,1.0,Animal_Yellow
1409,1697,we55dec7,3,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,-1,-2.0,Object_Red
1410,1698,we55dec7,4,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1411,1699,we55dec7,4,Before,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1412,1700,we55dec7,4,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1413,1701,we55dec7,4,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-2,-1.0,Object_Red
1414,1702,we55dec7,4,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
1415,1703,we55dec7,4,Before,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-1,1.0,Animal_Red
1416,1704,we55dec7,5,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
1417,1705,we55dec7,5,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,2,0.0,Animal_Red
1418,1706,we55dec7,5,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,2,3.0,Animal_Blue
1419,1707,we55dec7,5,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1420,1708,we55dec7,5,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-1,1.0,Scene_Red
1421,1709,we55dec7,5,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
1422,1710,we55dec7,6,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-2,-1.0,Food_Green
1423,1711,we55dec7,6,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,1,-1.0,Food_Red
1424,1712,we55dec7,6,Before,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1425,1713,we55dec7,6,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1426,1714,we55dec7,6,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-2,-1.0,Scene_Red
1427,1715,we55dec7,6,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,-1,-3.0,Animal_Green
1428,1716,we55dec7,7,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,1,2.0,Object_Blue
1429,1717,we55dec7,7,After,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-1,1.0,Object_Yellow
1430,1718,we55dec7,7,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1431,1719,we55dec7,7,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-1,-3.0,Scene_Blue
1432,1720,we55dec7,7,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,2,4.0,Scene_Yellow
1433,1721,we55dec7,7,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
1434,1722,we55dec7,8,Before,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
1435,1723,we55dec7,8,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-2,-1.0,Object_Yellow
1436,1724,we55dec7,8,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-2,-1.0,Object_Red
1437,1725,we55dec7,8,Before,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,1,0.0,Animal_Blue
1438,1726,we55dec7,8,Before,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,1,3.0,Animal_Yellow
1439,1727,we55dec7,8,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-2,-1.0,Food_Blue
1440,1728,w0198d08,1,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
1441,1729,w0198d08,1,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-2,-1.0,Object_Red
1442,1730,w0198d08,1,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,2,1.0,Object_Green
1443,1731,w0198d08,1,Before,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,2,0.0,Animal_Yellow
1444,1732,w0198d08,1,Before,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1445,1733,w0198d08,1,Before,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-2,-3.0,Food_Yellow
1446,1734,w0198d08,2,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
1447,1735,w0198d08,2,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
1448,1736,w0198d08,2,After,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1449,1737,w0198d08,2,After,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
1450,1738,w0198d08,2,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1451,1739,w0198d08,2,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1452,1740,w0198d08,3,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1453,1741,w0198d08,3,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1454,1742,w0198d08,3,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-2,-1.0,Food_Blue
1455,1743,w0198d08,3,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1456,1744,w0198d08,3,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1457,1745,w0198d08,3,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,2,3.0,Animal_Green
1458,1746,w0198d08,4,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,1,-1.0,Animal_Yellow
1459,1747,w0198d08,4,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,2,3.0,Animal_Blue
1460,1748,w0198d08,4,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
1461,1749,w0198d08,4,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
1462,1750,w0198d08,4,After,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
1463,1751,w0198d08,4,After,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-1,1.0,Object_Yellow
1464,1752,w0198d08,5,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1465,1753,w0198d08,5,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,2,1.0,Object_Blue
1466,1754,w0198d08,5,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,1,0.0,Object_Yellow
1467,1755,w0198d08,5,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
1468,1756,w0198d08,5,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1469,1757,w0198d08,5,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-1,1.0,Food_Green
1470,1758,w0198d08,6,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
1471,1759,w0198d08,6,After,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,2,1.0,Scene_Blue
1472,1760,w0198d08,6,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
1473,1761,w0198d08,6,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1474,1762,w0198d08,6,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
1475,1763,w0198d08,6,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1476,1764,w0198d08,7,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,2,0.0,Object_Green
1477,1765,w0198d08,7,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-2,-1.0,Object_Blue
1478,1766,w0198d08,7,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,2,1.0,Object_Red
1479,1767,w0198d08,7,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-1,1.0,Animal_Green
1480,1768,w0198d08,7,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1481,1769,w0198d08,7,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1482,1770,w0198d08,8,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,1,2.0,Food_Red
1483,1771,w0198d08,8,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-1,-2.0,Food_Yellow
1484,1772,w0198d08,8,After,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-2,-4.0,Food_Green
1485,1773,w0198d08,8,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1486,1774,w0198d08,8,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,2,1.0,Animal_Yellow
1487,1775,w0198d08,8,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,2,3.0,Scene_Red
1488,1920,wf63b737,1,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,2,4.0,Scene_Blue
1489,1921,wf63b737,1,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,-2,-3.0,Scene_Yellow
1490,1922,wf63b737,1,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-2,-1.0,Scene_Red
1491,1923,wf63b737,1,After,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,2,1.0,Animal_Blue
1492,1924,wf63b737,1,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-1,-3.0,Animal_Yellow
1493,1925,wf63b737,1,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,2,3.0,Food_Blue
1494,1926,wf63b737,2,Before,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
1495,1927,wf63b737,2,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-1,1.0,Food_Green
1496,1928,wf63b737,2,Before,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-2,-3.0,Food_Red
1497,1929,wf63b737,2,Before,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,2,3.0,Scene_Yellow
1498,1930,wf63b737,2,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-1,-3.0,Scene_Green
1499,1931,wf63b737,2,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,2,3.0,Object_Yellow
1500,1932,wf63b737,3,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,2,0.0,Animal_Yellow
1501,1933,wf63b737,3,After,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,-2,-3.0,Animal_Blue
1502,1934,wf63b737,3,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
1503,1935,wf63b737,3,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-2,-1.0,Object_Yellow
1504,1936,wf63b737,3,After,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
