,index,wid,game,image,responses,remembered_outcome,category_1,category_2,category_3,category_4,outcome,outcome_mem_difference,item
1783,1993,wc5adc9d,4,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-1,-2.0,Object_Sea_Pattern_Large
1784,1994,wc5adc9d,4,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,1,3.0,Object_Sea_Solid_Large
1785,1995,wc5adc9d,4,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-2,-3.0,Object_Land_Pattern_Small
1786,1996,wc5adc9d,4,Animal_Sea_Solid_Large,"{""Q0"":""""}",,Animal,Sea,Solid,Large,1,,Animal_Sea_Solid_Large
1787,1997,wc5adc9d,4,Animal_Sea_Solid_Small,"{""Q0"":""""}",,Animal,Sea,Solid,Small,-2,,Animal_Sea_Solid_Small
1788,1998,wc5adc9d,5,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,2,1.0,Object_Land_Solid_Large
1789,1999,wc5adc9d,5,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-1,1.0,Object_Sea_Pattern_Small
1790,2000,wc5adc9d,5,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
1791,2001,wc5adc9d,5,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
1792,2002,wc5adc9d,5,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,-2,-4.0,Object_Land_Solid_Small
1793,2003,wc5adc9d,5,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
1794,2004,wc5adc9d,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
1795,2005,wc5adc9d,6,Object_Land_Pattern_Small,"{""Q0"":""""}",,Object,Land,Pattern,Small,2,,Object_Land_Pattern_Small
1796,2006,wc5adc9d,6,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,1,2.0,Animal_Land_Pattern_Small
1797,2007,wc5adc9d,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,-1,-2.0,Animal_Sea_Pattern_Small
1798,2008,wc5adc9d,6,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-1,-2.0,Object_Sea_Pattern_Large
1799,2009,wc5adc9d,6,Animal_Land_Pattern_Large,"{""Q0"":""""}",,Animal,Land,Pattern,Large,2,,Animal_Land_Pattern_Large
1800,2010,wc5adc9d,7,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,1,2.0,Object_Sea_Pattern_Large
1801,2011,wc5adc9d,7,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
1802,2012,wc5adc9d,7,Object_Land_Pattern_Large,"{""Q0"":""""}",,Object,Land,Pattern,Large,-1,,Object_Land_Pattern_Large
1803,2013,wc5adc9d,7,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,1,3.0,Object_Sea_Pattern_Small
1804,2014,wc5adc9d,7,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,1,,Animal_Land_Pattern_Small
1805,2015,wc5adc9d,7,Object_Sea_Solid_Small,"{""Q0"":""""}",,Object,Sea,Solid,Small,-2,,Object_Sea_Solid_Small
1806,2016,w6ebaea9,1,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,2,0.0,Object_Sea_Solid_Small
1807,2017,w6ebaea9,1,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
1808,2018,w6ebaea9,1,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
1809,2019,w6ebaea9,1,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-2,-1.0,Object_Land_Pattern_Small
1810,2020,w6ebaea9,1,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
1811,2021,w6ebaea9,1,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
1812,2022,w6ebaea9,2,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-2,-1.0,Animal_Land_Solid_Small
1813,2023,w6ebaea9,2,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,1,-1.0,Animal_Land_Pattern_Small
1814,2024,w6ebaea9,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,1,2.0,Object_Land_Pattern_Small
1815,2025,w6ebaea9,2,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1816,2026,w6ebaea9,2,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
1817,2027,w6ebaea9,2,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-1,1.0,Object_Land_Solid_Small
1818,2028,w6ebaea9,3,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
1819,2029,w6ebaea9,3,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
1820,2030,w6ebaea9,3,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-2,-1.0,Object_Sea_Pattern_Large
1821,2031,w6ebaea9,3,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
1822,2032,w6ebaea9,3,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
1823,2033,w6ebaea9,3,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
1824,2034,w6ebaea9,4,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,1,2.0,Animal_Land_Solid_Small
1825,2035,w6ebaea9,4,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,2,0.0,Animal_Land_Solid_Large
1826,2036,w6ebaea9,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
1827,2037,w6ebaea9,4,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
1828,2038,w6ebaea9,4,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
1829,2039,w6ebaea9,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
1830,2040,w6ebaea9,5,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,1,0.0,Object_Land_Pattern_Large
1831,2041,w6ebaea9,5,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
1832,2042,w6ebaea9,5,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-1,0.0,Object_Sea_Solid_Large
1833,2043,w6ebaea9,5,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-1,0.0,Object_Sea_Pattern_Large
1834,2044,w6ebaea9,5,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,2,1.0,Animal_Sea_Pattern_Large
1835,2045,w6ebaea9,5,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
1836,2046,w6ebaea9,6,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,1,2.0,Object_Sea_Solid_Large
1837,2047,w6ebaea9,6,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,2,1.0,Animal_Land_Pattern_Large
1838,2048,w6ebaea9,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
1839,2049,w6ebaea9,6,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-2,0.0,Object_Land_Solid_Large
1840,2050,w6ebaea9,6,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-1,0.0,Animal_Land_Solid_Large
1841,2051,w6ebaea9,6,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-1,-2.0,Object_Land_Pattern_Large
1842,2052,w6ebaea9,7,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
1843,2053,w6ebaea9,7,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
1844,2054,w6ebaea9,7,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-2,-3.0,Animal_Sea_Solid_Small
1845,2055,w6ebaea9,7,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
1846,2056,w6ebaea9,7,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
1847,2057,w6ebaea9,7,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
1848,2058,w5fb2730,1,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,2,1.0,Animal_Land_Pattern_Large
1849,2059,w5fb2730,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
1850,2060,w5fb2730,1,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,1,2.0,Animal_Land_Solid_Large
1851,2061,w5fb2730,1,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,-1,1.0,Animal_Sea_Solid_Small
1852,2062,w5fb2730,1,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,-2,-4.0,Animal_Sea_Pattern_Large
1853,2063,w5fb2730,1,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
1854,2064,w5fb2730,2,Animal_Land_Solid_Small,"{""Q0"":""""}",,Animal,Land,Solid,Small,2,,Animal_Land_Solid_Small
1855,2065,w5fb2730,2,Animal_Sea_Solid_Large,"{""Q0"":""""}",,Animal,Sea,Solid,Large,-2,,Animal_Sea_Solid_Large
1856,2066,w5fb2730,2,Animal_Sea_Pattern_Small,"{""Q0"":""""}",,Animal,Sea,Pattern,Small,1,,Animal_Sea_Pattern_Small
1857,2067,w5fb2730,2,Object_Land_Solid_Large,"{""Q0"":""""}",,Object,Land,Solid,Large,2,,Object_Land_Solid_Large
1858,2068,w5fb2730,2,Animal_Land_Solid_Large,"{""Q0"":""""}",,Animal,Land,Solid,Large,-1,,Animal_Land_Solid_Large
1859,2069,w5fb2730,2,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,-1,,Animal_Land_Pattern_Small
1860,2070,w5fb2730,3,Animal_Land_Solid_Small,"{""Q0"":""""}",,Animal,Land,Solid,Small,2,,Animal_Land_Solid_Small
1861,2071,w5fb2730,3,Object_Land_Pattern_Large,"{""Q0"":""""}",,Object,Land,Pattern,Large,1,,Object_Land_Pattern_Large
1862,2072,w5fb2730,3,Object_Sea_Solid_Large,"{""Q0"":""""}",,Object,Sea,Solid,Large,-2,,Object_Sea_Solid_Large
1863,2073,w5fb2730,3,Animal_Sea_Solid_Large,"{""Q0"":""""}",,Animal,Sea,Solid,Large,2,,Animal_Sea_Solid_Large
1864,2074,w5fb2730,3,Animal_Land_Solid_Large,"{""Q0"":""""}",,Animal,Land,Solid,Large,-1,,Animal_Land_Solid_Large
1865,2075,w5fb2730,3,Animal_Sea_Pattern_Large,"{""Q0"":""""}",,Animal,Sea,Pattern,Large,-2,,Animal_Sea_Pattern_Large
1866,2076,w5fb2730,4,Object_Sea_Solid_Small,"{""Q0"":""""}",,Object,Sea,Solid,Small,1,,Object_Sea_Solid_Small
1867,2077,w5fb2730,4,Object_Sea_Pattern_Large,"{""Q0"":""""}",,Object,Sea,Pattern,Large,1,,Object_Sea_Pattern_Large
1868,2078,w5fb2730,4,Object_Sea_Solid_Large,"{""Q0"":""""}",,Object,Sea,Solid,Large,-1,,Object_Sea_Solid_Large
1869,2079,w5fb2730,4,Object_Land_Pattern_Small,"{""Q0"":""""}",,Object,Land,Pattern,Small,2,,Object_Land_Pattern_Small
1870,2080,w5fb2730,4,Animal_Sea_Solid_Large,"{""Q0"":""""}",,Animal,Sea,Solid,Large,-2,,Animal_Sea_Solid_Large
1871,2081,w5fb2730,4,Animal_Sea_Solid_Small,"{""Q0"":""""}",,Animal,Sea,Solid,Small,-1,,Animal_Sea_Solid_Small
1872,2082,w5fb2730,5,Object_Land_Solid_Large,"{""Q0"":""""}",,Object,Land,Solid,Large,-1,,Object_Land_Solid_Large
1873,2083,w5fb2730,5,Object_Sea_Pattern_Small,"{""Q0"":""""}",,Object,Sea,Pattern,Small,-1,,Object_Sea_Pattern_Small
1874,2084,w5fb2730,5,Animal_Land_Solid_Large,"{""Q0"":""""}",,Animal,Land,Solid,Large,1,,Animal_Land_Solid_Large
1875,2085,w5fb2730,5,Animal_Sea_Solid_Small,"{""Q0"":""""}",,Animal,Sea,Solid,Small,-1,,Animal_Sea_Solid_Small
1876,2086,w5fb2730,5,Object_Land_Solid_Small,"{""Q0"":""""}",,Object,Land,Solid,Small,1,,Object_Land_Solid_Small
1877,2087,w5fb2730,5,Animal_Land_Solid_Small,"{""Q0"":""""}",,Animal,Land,Solid,Small,2,,Animal_Land_Solid_Small
1878,2088,w5fb2730,6,Animal_Sea_Solid_Small,"{""Q0"":""""}",,Animal,Sea,Solid,Small,-1,,Animal_Sea_Solid_Small
1879,2089,w5fb2730,6,Object_Land_Pattern_Small,"{""Q0"":""""}",,Object,Land,Pattern,Small,2,,Object_Land_Pattern_Small
1880,2090,w5fb2730,6,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,-2,,Animal_Land_Pattern_Small
1881,2091,w5fb2730,6,Animal_Sea_Pattern_Small,"{""Q0"":""""}",,Animal,Sea,Pattern,Small,2,,Animal_Sea_Pattern_Small
1882,2092,w5fb2730,6,Object_Sea_Pattern_Large,"{""Q0"":""""}",,Object,Sea,Pattern,Large,2,,Object_Sea_Pattern_Large
1883,2093,w5fb2730,6,Animal_Land_Pattern_Large,"{""Q0"":""""}",,Animal,Land,Pattern,Large,-1,,Animal_Land_Pattern_Large
1884,2094,w5fb2730,7,Object_Sea_Pattern_Large,"{""Q0"":""""}",,Object,Sea,Pattern,Large,1,,Object_Sea_Pattern_Large
1885,2095,w5fb2730,7,Object_Land_Solid_Small,"{""Q0"":""""}",,Object,Land,Solid,Small,-1,,Object_Land_Solid_Small
1886,2096,w5fb2730,7,Object_Land_Pattern_Large,"{""Q0"":""""}",,Object,Land,Pattern,Large,2,,Object_Land_Pattern_Large
1887,2097,w5fb2730,7,Object_Sea_Pattern_Small,"{""Q0"":""""}",,Object,Sea,Pattern,Small,-2,,Object_Sea_Pattern_Small
1888,2098,w5fb2730,7,Animal_Land_Pattern_Small,"{""Q0"":""""}",,Animal,Land,Pattern,Small,-2,,Animal_Land_Pattern_Small
1889,2099,w5fb2730,7,Object_Sea_Solid_Small,"{""Q0"":""""}",,Object,Sea,Solid,Small,2,,Object_Sea_Solid_Small
1890,2100,w06866f0,1,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,2,1.0,Object_Land_Solid_Small
1891,2101,w06866f0,1,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
1892,2102,w06866f0,1,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,1,2.0,Animal_Sea_Solid_Large
1893,2103,w06866f0,1,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
1894,2104,w06866f0,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
1895,2105,w06866f0,1,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
1896,2106,w06866f0,2,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
1897,2107,w06866f0,2,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
1898,2108,w06866f0,2,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1899,2109,w06866f0,2,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
1900,2110,w06866f0,2,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
1901,2111,w06866f0,2,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
1902,2112,w06866f0,3,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
1903,2113,w06866f0,3,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
1904,2114,w06866f0,3,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
1905,2115,w06866f0,3,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
1906,2116,w06866f0,3,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,2,0.0,Object_Land_Solid_Large
1907,2117,w06866f0,3,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,2,3.0,Animal_Land_Pattern_Large
1908,2118,w06866f0,4,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
1909,2119,w06866f0,4,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,-2,0.0,Animal_Land_Pattern_Large
1910,2120,w06866f0,4,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
1911,2121,w06866f0,4,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,2,3.0,Animal_Sea_Pattern_Small
1912,2122,w06866f0,4,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
1913,2123,w06866f0,4,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-2,-1.0,Object_Sea_Pattern_Large
1914,2124,w06866f0,5,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,1,-1.0,Object_Land_Solid_Small
1915,2125,w06866f0,5,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
1916,2126,w06866f0,5,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
1917,2127,w06866f0,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
1918,2128,w06866f0,5,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,2,1.0,Animal_Land_Solid_Small
1919,2129,w06866f0,5,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,-2,0.0,Animal_Sea_Solid_Small
1920,2130,w06866f0,6,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1921,2131,w06866f0,6,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
1922,2132,w06866f0,6,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
1923,2133,w06866f0,6,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,2,0.0,Animal_Land_Pattern_Large
1924,2134,w06866f0,6,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,2,0.0,Animal_Land_Solid_Large
1925,2135,w06866f0,6,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
1926,2136,w06866f0,7,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,2,4.0,Object_Sea_Pattern_Small
1927,2137,w06866f0,7,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,2,4.0,Animal_Sea_Pattern_Large
1928,2138,w06866f0,7,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,-1,-2.0,Object_Sea_Solid_Large
1929,2139,w06866f0,7,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
1930,2140,w06866f0,7,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,-2,-4.0,Animal_Sea_Solid_Large
1931,2141,w06866f0,7,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-1,0.0,Animal_Land_Pattern_Small
1932,2142,wb14e228,1,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
1933,2143,wb14e228,1,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,-2,-4.0,Object_Sea_Solid_Large
1934,2144,wb14e228,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
1935,2145,wb14e228,1,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,-2,-1.0,Object_Sea_Pattern_Large
1936,2146,wb14e228,1,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
1937,2147,wb14e228,1,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
1938,2148,wb14e228,2,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
1939,2149,wb14e228,2,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,-2,-3.0,Animal_Land_Solid_Small
1940,2150,wb14e228,2,Object_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Small,2,0.0,Object_Land_Pattern_Small
1941,2151,wb14e228,2,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,-1,-2.0,Animal_Land_Pattern_Large
1942,2152,wb14e228,2,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
1943,2153,wb14e228,2,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
1944,2154,wb14e228,3,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,-2,-3.0,Object_Sea_Solid_Small
1945,2155,wb14e228,3,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
1946,2156,wb14e228,3,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
1947,2157,wb14e228,3,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,1,-1.0,Animal_Land_Pattern_Small
1948,2158,wb14e228,3,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
1949,2159,wb14e228,3,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,1,2.0,Object_Land_Solid_Large
1950,2160,wb14e228,4,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,2,0.0,Animal_Land_Pattern_Large
1951,2161,wb14e228,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1952,2162,wb14e228,4,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
1953,2163,wb14e228,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
